母牛個体識別番号,母牛オフィシャルID,種雄牛コード,個体識別番号,オフィシャルID,分娩日,子牛品種,出荷・廃用日,出荷・廃用種別,出荷・廃用理由,年月
1586948038,HOJPN001586948038,ダナーP 　♀　629H18066,1632152976,HOJPN001632152976,2021-06-28,ホル雌,,,,2021-06-01
1573646206,HOJPN001573646206,29H17709　　オールスター　,1632152983,HOJPN001632152983,2021-06-29,ホル雌,2024-08-27,廃用,その他,2021-06-01
1556344891,HOJPN001556344891,ABS=B28 百合白和（特濃,1632152990,,2021-06-30,F1,2021-07-12,出荷,,2021-06-01
1586948113,HOJPN001586948113,オールスター♀　629H17709,1632153003,HOJPN001632153003,2021-07-02,ホル雌,2023-08-18,廃用,ガス,2021-07-01
1478341923,HOJPN001478341923,ブラック　29H17550,1632753012,HOJPN001632753012,2021-07-03,ホル雄,2021-07-19,出荷,,2021-07-01
1586948397,HOJPN001586948397,モリス　♀　511H12327,1632753029,HOJPN001632753029,2021-07-03,ホル雌,2025-02-10,出荷,,2021-07-01
1509143175,HOJPN001509143175,アップショット　11H11781,1632753043,HOJPN001632753043,2021-07-05,ホル雄,2021-07-19,出荷,,2021-07-01
1586948052,HOJPN001586948052,モリス　♀　511H12327,1632753036,HOJPN001632753036,2021-07-05,ホル雄,2021-07-19,出荷,,2021-07-01
1573646428,HOJPN001573646428,アップショット　11H11781,1632753050,HOJPN001632753050,2021-07-06,ホル雌,2023-10-12,出荷,疾病,2021-07-01
1573646350,HOJPN001573646350,29H17709　　オールスター　,1632753074,HOJPN001632753074,2021-07-09,ホル雌,2024-10-30,出荷,,2021-07-01
1586947994,HOJPN001586947994,勘太　P黒1007,1632753081,,2021-07-11,F1,2021-07-26,出荷,,2021-07-01
1586947963,HOJPN001586947963,モリス　♀　511H12327,1632753104,HOJPN001632753104,2021-07-12,ホル雌,,,,2021-07-01
1586948403,HOJPN001586948403,ダナーP 　♀　629H18066,1632753098,HOJPN001632753098,2021-07-12,ホル雌,2024-07-30,出荷,,2021-07-01
1565645613,HOJPN001565645613,29H16667　トップシー,1632753128,HOJPN001632753128,2021-07-13,ホル雄,2021-07-26,出荷,,2021-07-01
1508441777,HOJPN001508441777,29H17709　　オールスター　,1632753111,HOJPN001632753111,2021-07-13,ホル雌,,,,2021-07-01
1573646435,HOJPN001573646435,29H17709　　オールスター　,1412153148,HOJPN001412153148,2021-07-13,ホル雄,2021-07-26,出荷,,2021-07-01
1586947956,HOJPN001586947956,勘太　P黒1007,1412153155,,2021-07-13,F1,2021-07-26,出荷,,2021-07-01
1586948311,HOJPN001586948311,勘太　P黒1007,1412153131,,2021-07-13,F1,2021-07-26,出荷,,2021-07-01
1586948090,HOJPN001586948090,梅栄福　H黒226,1412153162,,2021-07-15,F1,2021-07-26,出荷,,2021-07-01
1556344136,HOJPN001556344136,29H17709　　オールスター　,1412153186,HOJPN001412153186,2021-07-16,ホル雌,2025-01-21,出荷,,2021-07-01
1573646442,HOJPN001573646442,29H17709　　オールスター　,1412153179,HOJPN001412153179,2021-07-16,ホル雄,2021-08-02,出荷,,2021-07-01
1573646497,HOJPN001573646497,29H17576 　　ドリームウィーバー,1412153193,HOJPN001412153193,2021-07-20,ホル雄,2021-08-02,出荷,,2021-07-01
1599448570,HOJPN001599448570,勘太　P黒1007,1412153209,,2021-07-20,F1,2021-08-02,出荷,,2021-07-01
1354239344,HOJPN001354239344,ABS=B28 百合白和（特濃,1412153216,,2021-07-21,F1,2021-08-02,出荷,,2021-07-01
1586948304,HOJPN001586948304,勘太　P黒1007,1412153223,,2021-07-21,F1,2021-08-02,出荷,,2021-07-01
1508440985,HOJPN001508440985,29H17576 　　ドリームウィーバー,1412153230,HOJPN001412153230,2021-07-23,ホル雄,2021-08-10,出荷,,2021-07-01
1509143342,HOJPN001509143342,　ダナーP　　29H18066,1412153247,HOJPN001412153247,2021-07-23,ホル雄,2021-08-10,出荷,,2021-07-01
1565645552,HOJPN001565645552,29H17709　　オールスター　,1412153254,HOJPN001412153254,2021-07-26,ホル雄,2021-08-10,出荷,,2021-07-01
1599448518,HOJPN001599448518,オールスター♀　629H17709,1412153278,HOJPN001412153278,2021-07-27,ホル雌,2025-06-25,出荷,,2021-07-01
1599448549,HOJPN001599448549,ブラック　♀　629H17550,1412153261,HOJPN001412153261,2021-07-27,ホル雌,,,,2021-07-01
1509142819,HOJPN001509142819,29H17709　　オールスター　,1412153292,HOJPN001412153292,2021-07-28,ホル雄,2021-08-10,出荷,,2021-07-01
1599448525,HOJPN001599448525,モリス　♀　511H12327,1412153308,HOJPN001412153308,2021-07-28,ホル雌,2024-03-21,出荷,,2021-07-01
1508339920,HOJPN001508339920,ABS=B28 百合白和（特濃,1412153315,,2021-07-29,F1,2021-08-10,出荷,,2021-07-01
1586948298,HOJPN001586948298,勘太　P黒1007,1412153322,,2021-07-30,F1,2021-08-10,出荷,,2021-07-01
1573646343,HOJPN001573646343,　ダナーP　　29H18066,1412153339,HOJPN001412153339,2021-07-31,ホル雌,2025-02-10,出荷,,2021-07-01
1599448693,HOJPN001599448693,アップショット　♀　511H11781,1412153346,HOJPN001412153346,2021-08-01,ホル雌,,,,2021-08-01
1556344396,HOJPN001556344396,ABS=B28 百合白和（特濃,1412153353,,2021-08-02,F1,2021-08-23,出荷,,2021-08-01
1509142017,HOJPN001509142017,ブラック　29H17550,1412153360,HOJPN001412153360,2021-08-04,ホル雄,2021-08-23,出荷,,2021-08-01
1347034420,HOJPN001347034420,　ダナーP　　29H18066,1412153377,HOJPN001412153377,2021-08-06,ホル雌,,,,2021-08-01
1556344280,HOJPN001556344280,29H16667　トップシー,1412153391,HOJPN001412153391,2021-08-07,ホル雌,,,,2021-08-01
1599448532,HOJPN001599448532,オールスター♀　629H17709,1412153407,HOJPN001412153407,2021-08-07,ホル雌,2025-05-08,出荷,,2021-08-01
1508441227,HOJPN001508441227,29H17576 　　ドリームウィーバー,1412153438,HOJPN001412153438,2021-08-08,ホル雄,2021-08-23,出荷,,2021-08-01
1565645934,HOJPN001565645934,29H17709　　オールスター　,1412153421,HOJPN001412153421,2021-08-08,ホル雌,,,,2021-08-01
1599448464,HOJPN001599448464,勘太　P黒1007,1412153414,,2021-08-08,F1,2021-08-23,出荷,,2021-08-01
1508441593,HOJPN001508441593,ABS=B28 百合白和（特濃,1412153452,,2021-08-09,F1,2021-08-23,出荷,,2021-08-01
1586948205,HOJPN001586948205,美津之国　　PB1034,1412153445,,2021-08-09,F1,2021-08-23,出荷,,2021-08-01
1586948342,HOJPN001586948342,オールスター♀　629H17709,1412153476,HOJPN001412153476,2021-08-11,ホル雌,,,,2021-08-01
1599448822,HOJPN001599448822,ダナーP 　♀　629H18066,1412153469,HOJPN001412153469,2021-08-11,ホル雌,2025-06-25,出荷,,2021-08-01
1509143762,HOJPN001509143762,29H16667　トップシー,1412153490,HOJPN001412153490,2021-08-17,ホル雄,2021-08-30,出荷,,2021-08-01
1573646503,HOJPN001573646503,アップショット　11H11781,1412153506,HOJPN001412153506,2021-08-24,ホル雌,,,,2021-08-01
1599448662,HOJPN001599448662,勘太　P黒1007,1412153513,,2021-08-25,F1,2021-09-06,出荷,,2021-08-01
1586948281,HOJPN001586948281,勘太　P黒1007,1412153520,,2021-08-28,F1,2021-09-13,出荷,,2021-08-01
1573646596,HOJPN001573646596,ダナーP 　♀　629H18066,1412153544,HOJPN001412153544,2021-09-07,ホル雌,,,,2021-09-01
1599448785,HOJPN001599448785,勘太　P黒1007,1412153537,,2021-09-07,F1,2021-09-21,出荷,,2021-09-01
1508440909,HOJPN001508440909,29H16667　トップシー,1412153551,HOJPN001412153551,2021-09-09,ホル雄,2021-09-21,出荷,,2021-09-01
1586948243,HOJPN001586948243,勘太　P黒1007,1412153568,,2021-09-13,F1,2021-09-27,出荷,,2021-09-01
1509143618,HOJPN001509143618,29H17709　　オールスター　,1412153575,HOJPN001412153575,2021-09-15,ホル雌,2024-08-02,出荷,,2021-09-01
1508339814,HOJPN001508339814,　ダナーP　　29H18066,1412153599,HOJPN001412153599,2021-09-16,ホル雌,,,,2021-09-01
1508441814,HOJPN001508441814,アップショット　11H11781,1412153582,HOJPN001412153582,2021-09-16,ホル雄,2021-09-27,出荷,,2021-09-01
1565645859,HOJPN001565645859,　ダナーP　　29H18066,1412153605,HOJPN001412153605,2021-09-16,ホル雌,2024-02-16,出荷,,2021-09-01
1601449175,HOJPN001601449175,勘太　P黒1007,1412153629,,2021-09-20,F1,2021-10-04,出荷,,2021-09-01
1509143724,HOJPN001509143724,オールスター♀　629H17709,1412153636,HOJPN001412153636,2021-09-21,ホル雄,2021-10-04,出荷,,2021-09-01
1508440961,HOJPN001508440961,ABS=B28 百合白和（特濃,1412153667,,2021-09-25,F1,2021-10-11,出荷,,2021-09-01
1509142154,HOJPN001509142154,アップショット　11H11781,1412153674,HOJPN001412153674,2021-09-26,ホル雄,2021-10-11,出荷,,2021-09-01
1509143502,HOJPN001509143502,アップショット　11H11781,1412153681,HOJPN001412153681,2021-09-29,ホル雄,2021-10-11,出荷,,2021-09-01
1509143168,HOJPN001509143168,29H17709　　オールスター　,1412153704,HOJPN001412153704,2021-10-03,ホル雌,2021-10-18,出荷,,2021-10-01
1599448761,HOJPN001599448761,PB1034　美津之国,1412153698,,2021-10-03,F1,2021-10-18,出荷,,2021-10-01
1455137365,HOJPN001455137365,アップショット　11H11781,1412153728,HOJPN001412153728,2021-10-04,ホル雌,,,,2021-10-01
1599448457,HOJPN001599448457,PB1034　美津之国,1412153711,,2021-10-04,F1,2021-10-18,出荷,,2021-10-01
1508440794,HOJPN001508440794,ABS=B28 百合白和（特濃,1412153735,,2021-10-06,F1,2021-10-18,出荷,,2021-10-01
1509143335,HOJPN001509143335,29H17709　　オールスター　,1412153742,HOJPN001412153742,2021-10-06,ホル雌,,,,2021-10-01
1573646480,HOJPN001573646480,　ダナーP　　29H18066,1412153759,HOJPN001412153759,2021-10-09,ホル雌,,,,2021-10-01
1585746925,HOJPN001585746925,　ダナーP　　29H18066,1412153766,HOJPN001412153766,2021-10-10,ホル雄,2021-10-25,出荷,,2021-10-01
1599448815,HOJPN001599448815,PB1034　美津之国,1412153773,,2021-10-10,F1,2021-10-25,出荷,,2021-10-01
1508441463,HOJPN001508441463,29H17576 　　ドリームウィーバー,1412153780,HOJPN001412153780,2021-10-11,ホル雌,,,,2021-10-01
1508441463,HOJPN001508441463,29H17576 　　ドリームウィーバー,1412153780,HOJPN001412153780,2021-10-11,ホル雌,,,,2021-10-01
1509143670,HOJPN001509143670,アップショット　11H11781,1412153810,HOJPN001412153810,2021-10-14,ホル雄,2021-11-01,出荷,,2021-10-01
1556344785,HOJPN001556344785,29H16667　トップシー,1412153803,HOJPN001412153803,2021-10-14,ホル雄,2021-11-01,出荷,,2021-10-01
1556344570,HOJPN001556344570,アップショット　11H11781,1412153827,HOJPN001412153827,2021-10-15,ホル雄,2021-11-08,出荷,,2021-10-01
1556344570,HOJPN001556344570,アップショット　11H11781,1412153834,HOJPN001412153834,2021-10-15,ホル雌,2021-11-08,出荷,,2021-10-01
1556344570,HOJPN001556344570,アップショット　11H11781,1412153827,HOJPN001412153827,2021-10-15,ホル雄,2021-11-08,出荷,,2021-10-01
1556344570,HOJPN001556344570,アップショット　11H11781,1412153834,HOJPN001412153834,2021-10-15,ホル雌,2021-11-08,出荷,,2021-10-01
1601449113,HOJPN001601449113,モリス　♀　511H12327,1412153841,HOJPN001412153841,2021-10-16,ホル雌,,,,2021-10-01
1585746963,HOJPN001585746963,29H17709　　オールスター　,1412153858,HOJPN001412153858,2021-10-17,ホル雌,,,,2021-10-01
1601449205,HOJPN001601449205,モリス　♀　511H12327,1412153865,HOJPN001412153865,2021-10-17,ホル雌,,,,2021-10-01
1601449328,HOJPN001601449328,モリス　♀　511H12327,1412153872,HOJPN001412153872,2021-10-19,ホル雌,2025-07-30,出荷,,2021-10-01
1599448976,HOJPN001599448976,モリス　♀　511H12327,1412153902,HOJPN001412153902,2021-10-21,ホル雄,2021-11-08,出荷,,2021-10-01
1601449038,HOJPN001601449038,梅栄福　H黒226,1412153896,,2021-10-21,F1,2021-11-08,出荷,,2021-10-01
1601449083,HOJPN001601449083,ダナーP 　♀　629H18066,1412153889,HOJPN001412153889,2021-10-21,ホル雌,2025-04-21,出荷,,2021-10-01
1509142178,HOJPN001509142178,ABS=B28 百合白和（特濃,1412153919,,2021-10-25,F1,2021-11-08,出荷,,2021-10-01
1573646121,HOJPN001573646121,29H17709　　オールスター　,1412153926,HOJPN001412153926,2021-10-25,ホル雌,2025-03-01,出荷,,2021-10-01
1565645910,HOJPN001565645910,　ダナーP　　29H18066,1412153940,HOJPN001412153940,2021-10-26,ホル雄,2021-11-08,出荷,,2021-10-01
1509142185,HOJPN001509142185,29H17709　　オールスター　,1412153957,HOJPN001412153957,2021-10-29,ホル雄,2021-11-15,出荷,,2021-10-01
1573646732,HOJPN001573646732,29H17709　　オールスター　,1412153964,HOJPN001412153964,2021-10-29,ホル雄,2021-11-15,出荷,,2021-10-01
1599448952,HOJPN001599448952,モリス　♀　511H12327,1412153971,HOJPN001412153971,2021-10-29,ホル雌,2025-03-24,出荷,,2021-10-01
1509143281,HOJPN001509143281,アップショット　11H11781,1412153988,HOJPN001412153988,2021-11-01,ホル雄,2021-11-15,出荷,,2021-11-01
1455137716,HOJPN001455137716,29H17709　　オールスター　,1412153995,HOJPN001412153995,2021-11-02,ホル雄,2021-11-15,出荷,,2021-11-01
1601449359,HOJPN001601449359,美津之国　　PB1034,1412154008,,2021-11-03,F1,2021-11-15,出荷,,2021-11-01
1599448877,HOJPN001599448877,美津之国　　PB1034,1412154022,,2021-11-08,F1,2021-11-29,出荷,,2021-11-01
1556344808,HOJPN001556344808,29H16667　トップシー,1412154039,HOJPN001412154039,2021-11-09,ホル雄,2021-11-22,出荷,,2021-11-01
1508440732,HOJPN001508440732,アップショット　11H11781,1412154046,HOJPN001412154046,2021-11-10,ホル雌,,,,2021-11-01
1573646367,HOJPN001573646367,29H16667　トップシー,1412154053,HOJPN001412154053,2021-11-11,ホル雌,,,,2021-11-01
1455138133,HOJPN001455138133,ABS=B28 百合白和（特濃,1412154077,,2021-11-20,F1,2021-12-06,出荷,,2021-11-01
1585747007,HOJPN001585747007,アップショット　11H11781,1412154060,HOJPN001412154060,2021-11-20,ホル雌,,,,2021-11-01
1573646572,HOJPN001573646572,　ダナーP　　29H18066,1412154084,HOJPN001412154084,2021-11-21,ホル雄,2021-12-13,出荷,,2021-11-01
1586947208,HOJPN001586947208,,,,2021-11-22,その他,,,,2021-11-01
1599448983,HOJPN001599448983,PB1034　美津之国,1412154107,,2021-12-03,F1,2021-12-20,出荷,,2021-12-01
1573646510,HOJPN001573646510,　ダナーP　　29H18066,1412154114,HOJPN001412154114,2021-12-06,ホル雌,2024-07-31,出荷,,2021-12-01
1455137099,HOJPN001455137099,　ダナーP　　29H18066,1412154121,HOJPN001412154121,2021-12-12,ホル雄,2021-12-27,出荷,,2021-12-01
1586947017,HOJPN001586947017,29H17709　　オールスター　,1412154138,HOJPN001412154138,2021-12-12,ホル雄,2021-12-27,出荷,,2021-12-01
1508441173,HOJPN001508441173,29H17709　　オールスター　,1412154152,HOJPN001412154152,2021-12-13,ホル雌,2024-04-04,出荷,,2021-12-01
1509142390,HOJPN001509142390,ABS=B28 百合白和（特濃,1412154145,,2021-12-13,F1,2021-12-27,出荷,,2021-12-01
1556344358,HOJPN001556344358,629H16667　トップシー♀,1412154169,HOJPN001412154169,2021-12-14,ホル雌,2025-04-21,出荷,,2021-12-01
1601449557,HOJPN001601449557,629H16667　トップシー♀,1412154176,HOJPN001412154176,2021-12-15,ホル雌,,,,2021-12-01
1556345140,HOJPN001556345140,29H17709　　オールスター　,1412154190,HOJPN001412154190,2021-12-21,ホル雄,2022-01-11,出荷,,2021-12-01
1556345294,HOJPN001556345294,アップショット　11H11781,1412154206,HOJPN001412154206,2021-12-21,ホル雄,2022-01-11,出荷,,2021-12-01
1508440121,HOJPN001508440121,　ダナーP　　29H18066,1412154220,,2021-12-22,F1,2022-02-14,出荷,,2021-12-01
1601449830,HOJPN001601449830,若百合,1412154213,,2021-12-22,和牛,2022-11-07,出荷,,2021-12-01
1586947130,HOJPN001586947130,アップショット　11H11781,1412154244,HOJPN001412154244,2021-12-23,ホル雄,2022-01-17,出荷,,2021-12-01
1586947451,HOJPN001586947451,アップショット　11H11781,1412154237,HOJPN001412154237,2021-12-23,ホル雌,,,,2021-12-01
1556344938,HOJPN001556344938,アップショット　11H11781,1412154251,HOJPN001412154251,2021-12-26,ホル雌,2024-12-20,出荷,,2021-12-01
1601449069,HOJPN001601449069,PB1034　美津之国,1412154268,,2021-12-26,F1,2022-01-11,出荷,,2021-12-01
1556344778,HOJPN001556344778,アップショット　11H11781,1412154282,HOJPN001412154282,2021-12-30,ホル雄,2022-01-17,出荷,,2021-12-01
1599448709,HOJPN001599448709,PB1034　美津之国,1412154299,,2021-12-30,F1,2022-02-14,出荷,,2021-12-01
1601449601,HOJPN001601449601,アップショット　♀　511H11781,1412154305,HOJPN001412154305,2022-01-02,ホル雌,2025-02-08,廃用,その他,2022-01-01
1601449755,HOJPN001601449755,アップショット　♀　511H11781,1412154312,HOJPN001412154312,2022-01-03,ホル雌,2025-05-21,出荷,,2022-01-01
1601449779,HOJPN001601449779,,,,2022-01-05,その他,,,,2022-01-01
1509142277,HOJPN001509142277,アップショット　11H11781,1412154336,HOJPN001412154336,2022-01-08,ホル雌,,,,2022-01-01
1573646138,HOJPN001573646138,PB1034　美津之国,1412154343,,2022-01-14,F1,2022-02-07,出荷,,2022-01-01
1573646589,HOJPN001573646589,29H17709　　オールスター　,1412154350,HOJPN001412154350,2022-01-14,ホル雄,2022-02-07,出荷,,2022-01-01
1585746918,HOJPN001585746918,モリス　11H12327,1412154367,HOJPN001412154367,2022-01-17,ホル雄,2022-02-07,出荷,,2022-01-01
1586947123,HOJPN001586947123,オールスター♀　629H17709,1412154404,HOJPN001412154404,2022-01-18,ホル雌,,,,2022-01-01
1601449403,HOJPN001601449403,ダナーP 　♀　629H18066,1412154381,HOJPN001412154381,2022-01-18,ホル雌,,,,2022-01-01
1601449649,HOJPN001601449649,ダナーP 　♀　629H18066,1412154374,HOJPN001412154374,2022-01-18,ホル雌,2024-05-31,出荷,,2022-01-01
1601449939,HOJPN001601449939,モリス　♀　511H12327,1412154398,HOJPN001412154398,2022-01-18,ホル雌,2025-05-21,出荷,,2022-01-01
1556344914,HOJPN001556344914,ABS=B28 百合白和（特濃,1412154428,,2022-01-20,F1,2022-02-07,出荷,,2022-01-01
1556345065,HOJPN001556345065,　ダナーP　　29H18066,1412154411,HOJPN001412154411,2022-01-20,ホル雄,2022-02-07,出荷,,2022-01-01
1601449090,HOJPN001601449090,PB1034　美津之国,1412154442,,2022-01-22,F1,2022-02-14,出荷,,2022-01-01
1601449625,HOJPN001601449625,モリス　♀　511H12327,1412154459,HOJPN001412154459,2022-01-23,ホル雌,2025-01-21,出荷,,2022-01-01
1601449618,HOJPN001601449618,PB1034　美津之国,1412154466,,2022-01-29,F1,2022-02-14,出荷,,2022-01-01
1508440725,HOJPN001508440725,29H17709　　オールスター　,1412154473,HOJPN001412154473,2022-01-31,ホル雄,2022-02-21,出荷,,2022-01-01
1601449342,HOJPN001601449342,PB1034　美津之国,1412154480,,2022-02-02,F1,2022-02-14,出荷,,2022-02-01
1586947512,HOJPN001586947512,29H17709　　オールスター　,1412154497,HOJPN001412154497,2022-02-04,ホル雄,2022-02-28,出荷,,2022-02-01
1509142109,HOJPN001509142109,29H16667　トップシー,1412154503,HOJPN001412154503,2022-02-05,ホル雌,2024-06-13,出荷,,2022-02-01
1586947543,HOJPN001586947543,　ダナーP　　29H18066,1412154510,HOJPN001412154510,2022-02-05,ホル雌,2025-06-20,廃用,疾病,2022-02-01
1354238590,HOJPN001354238590,　ダナーP　　29H18066,1412154534,HOJPN001412154534,2022-02-09,ホル雌,2022-08-15,廃用,その他,2022-02-01
1502143981,HOJPN001502143981,　ダナーP　　29H18066,1412154541,HOJPN001412154541,2022-02-12,ホル雄,2022-02-28,出荷,,2022-02-01
1586947307,HOJPN001586947307,モリス　11H12327,1412154558,HOJPN001412154558,2022-02-14,ホル雄,2022-03-07,出荷,,2022-02-01
1586947284,HOJPN001586947284,アップショット　11H11781,1412154565,HOJPN001412154565,2022-02-15,ホル雄,2022-03-07,出荷,,2022-02-01
1586947734,HOJPN001586947734,29H17709　　オールスター　,1412154589,HOJPN001412154589,2022-02-18,ホル雌,,,,2022-02-01
1614250133,HOJPN001614250133,アップショット　♀　511H11781,1412154596,HOJPN001412154596,2022-02-21,ホル雌,,,,2022-02-01
1614250140,HOJPN001614250140,アップショット　♀　511H11781,1412154602,HOJPN001412154602,2022-02-21,ホル雌,,,,2022-02-01
1565645545,HOJPN001565645545,29H17709　　オールスター　,1661054623,HOJPN001661054623,2022-02-22,ホル雌,2022-04-18,廃用,肺炎,2022-02-01
1573646824,HOJPN001573646824,アップショット　11H11781,1661054630,HOJPN001661054630,2022-02-26,ホル雄,2022-03-22,出荷,,2022-02-01
1586947086,HOJPN001586947086,　ダナーP　　29H18066,1661054647,HOJPN001661054647,2022-02-27,ホル雄,2022-03-14,出荷,,2022-02-01
1601449717,HOJPN001601449717,ダナーP 　♀　629H18066,1661054654,HOJPN001661054654,2022-02-28,ホル雌,,,,2022-02-01
1586948137,HOJPN001586948137,PB1034　美津之国,1661054661,,2022-03-01,F1,2022-03-22,出荷,,2022-03-01
1601449786,HOJPN001601449786,PB1034　美津之国,1661054678,,2022-03-01,F1,2022-03-14,出荷,,2022-03-01
1509142291,HOJPN001509142291,29H17709　　オールスター　,1661054685,HOJPN001661054685,2022-03-03,ホル雌,,,,2022-03-01
1601449021,HOJPN001601449021,PB1034　美津之国,1661054692,,2022-03-03,F1,2022-03-14,出荷,,2022-03-01
1478341985,HOJPN001478341985,アップショット　11H11781,1661054715,HOJPN001661054715,2022-03-04,ホル雄,2022-03-28,出荷,,2022-03-01
1601449496,HOJPN001601449496,ダナーP 　♀　629H18066,1661054722,HOJPN001661054722,2022-03-05,ホル雌,,,,2022-03-01
1601449816,HOJPN001601449816,PB1034　美津之国,1661054739,,2022-03-05,F1,2022-03-28,出荷,,2022-03-01
1556345522,HOJPN001556345522,PB1034　美津之国,1661054746,,2022-03-07,F1,2022-03-28,出荷,,2022-03-01
1586947611,HOJPN001586947611,　ダナーP　　29H18066,1661054777,HOJPN001661054777,2022-03-07,ホル雄,2022-03-28,出荷,,2022-03-01
1601449922,HOJPN001601449922,PB1034　美津之国,1661054753,,2022-03-07,F1,2022-03-28,出荷,,2022-03-01
1586947765,HOJPN001586947765,29H17709　　オールスター　,1661054791,HOJPN001661054791,2022-03-10,ホル雌,,,,2022-03-01
1614250201,HOJPN001614250201,ダナーP 　♀　629H18066,1661054807,HOJPN001661054807,2022-03-14,ホル雌,2022-04-28,廃用,肺炎,2022-03-01
1556345386,HOJPN001556345386,　ダナーP　　29H18066,1661054814,HOJPN001661054814,2022-03-15,ホル雄,2022-03-28,出荷,,2022-03-01
1586947567,HOJPN001586947567,29H17709　　オールスター　,1661054821,HOJPN001661054821,2022-03-16,ホル雄,2022-03-28,出荷,,2022-03-01
1601449878,HOJPN001601449878,PB1034　美津之国,1661054838,,2022-03-16,F1,2022-03-28,出荷,,2022-03-01
1614250041,HOJPN001614250041,ダナーP 　♀　629H18066,1661054845,HOJPN001661054845,2022-03-16,ホル雄,2022-03-28,出荷,,2022-03-01
1601449748,HOJPN001601449748,PB1034　美津之国,1661054852,,2022-03-22,F1,2022-04-04,出荷,,2022-03-01
1601449861,HOJPN001601449861,PB1034　美津之国,1661054869,,2022-03-22,F1,2022-04-04,出荷,,2022-03-01
1601449380,HOJPN001601449380,PB1034　美津之国,1661054876,,2022-03-23,F1,2022-04-04,出荷,,2022-03-01
1556345331,HOJPN001556345331,オールスター♀　629H17709,1661054883,HOJPN001661054883,2022-03-24,ホル雌,,,,2022-03-01
1556345454,HOJPN001556345454,　ダナーP　　29H18066,1661054906,HOJPN001661054906,2022-03-24,ホル雄,2022-04-04,出荷,,2022-03-01
1508441395,HOJPN001508441395,29H17709　　オールスター　,1661054913,HOJPN001661054913,2022-03-24,ホル雌,2025-07-30,出荷,,2022-03-01
1614250164,HOJPN001614250164,ダナーP 　♀　629H18066,1661054890,HOJPN001661054890,2022-03-24,ホル雌,2024-05-30,出荷,,2022-03-01
1586947666,HOJPN001586947666,29H17709　　オールスター　,1661054920,HOJPN001661054920,2022-03-28,ホル雌,,,,2022-03-01
1601449892,HOJPN001601449892,PB1034　美津之国,1661054937,,2022-03-29,F1,2022-04-11,出荷,,2022-03-01
1573646299,HOJPN001573646299,　ダナーP　　29H18066,1661054944,HOJPN001661054944,2022-03-31,ホル雌,,,,2022-03-01
1556345126,HOJPN001556345126,　ダナーP　　29H18066,1661054968,HOJPN001661054968,2022-04-04,ホル雄,2022-04-18,出荷,,2022-04-01
1614250270,HOJPN001614250270,ダナーP 　♀　629H18066,1661054975,HOJPN001661054975,2022-04-07,ホル雌,,,,2022-04-01
1508441821,HOJPN001508441821,29H17709　　オールスター　,1661054982,HOJPN001661054982,2022-04-09,ホル雌,2022-05-16,廃用,その他,2022-04-01
1601449946,HOJPN001601449946,629H16667　トップシー♀,1661054999,HOJPN001661054999,2022-04-10,ホル雌,,,,2022-04-01
1565645897,HOJPN001565645897,ブラック　♀　629H17550,1661055002,HOJPN001661055002,2022-04-13,ホル雌,,,,2022-04-01
1614250393,HOJPN001614250393,アップショット　♀　511H11781,1661055019,HOJPN001661055019,2022-04-16,ホル雌,2024-09-26,出荷,,2022-04-01
1586948151,HOJPN001586948151,29H17709　　オールスター　,1661055033,HOJPN001661055033,2022-04-23,ホル雌,,,,2022-04-01
1556345317,HOJPN001556345317,アップショット　11H11781,1661055040,HOJPN001661055040,2022-04-25,ホル雄,2022-05-23,出荷,,2022-04-01
1556345478,HOJPN001556345478,　ダナーP　　29H18066,1661055057,HOJPN001661055057,2022-04-25,ホル雄,2022-05-16,出荷,,2022-04-01
1509143427,HOJPN001509143427,アップショット　11H11781,1661055064,HOJPN001661055064,2022-04-26,ホル雄,2022-05-16,出荷,,2022-04-01
1509143427,HOJPN001509143427,アップショット　11H11781,1661055071,HOJPN001661055071,2022-04-26,ホル雄,2022-05-23,出荷,,2022-04-01
1509143427,HOJPN001509143427,アップショット　11H11781,1661055064,HOJPN001661055064,2022-04-26,ホル雄,2022-05-16,出荷,,2022-04-01
1509143427,HOJPN001509143427,アップショット　11H11781,1661055071,HOJPN001661055071,2022-04-26,ホル雄,2022-05-23,出荷,,2022-04-01
1601450010,HOJPN001601450010,PB1034　美津之国,1661055088,,2022-04-28,F1,2022-05-16,出荷,,2022-04-01
1586947949,HOJPN001586947949,　ダナーP　　29H18066,1661055101,HOJPN001661055101,2022-04-30,ホル雌,,,,2022-04-01
1586947970,HOJPN001586947970,アップショット　♀　511H11781,1661055095,HOJPN001661055095,2022-04-30,ホル雌,,,,2022-04-01
1601449854,HOJPN001601449854,ダナーP 　♀　629H18066,1661055118,HOJPN001661055118,2022-05-01,ホル雌,,,,2022-05-01
1502143875,HOJPN001502143875,29H17709　　オールスター　,1661055125,HOJPN001661055125,2022-05-02,ホル雄,2022-05-23,出荷,,2022-05-01
1614250300,HOJPN001614250300,PB1034　美津之国,1661055156,,2022-05-09,F1,2022-05-23,出荷,,2022-05-01
1586947826,HOJPN001586947826,　ダナーP　　29H18066,1661055163,HOJPN001661055163,2022-05-11,ホル雄,2022-05-23,出荷,,2022-05-01
1614250263,HOJPN001614250263,モリス　♀　511H12327,1661055187,HOJPN001661055187,2022-05-17,ホル雌,2024-06-13,出荷,,2022-05-01
